사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,과천선,1454,정부과천청사,7,1,2026,938,7914,14167,22781,28434,20722,81147,15009,19841,12729,12107,12822,10895,13539,11804,14452,12797,15061,12776,17413,12455,26547,14389,36887,19474,57645,25253,16162,20306,13775,11925,12101,10548,6903,9469,2034,5679,168,1277,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1455,인덕원,81,7,8182,5005,30678,18334,87060,44743,75129,109417,49576,43651,38722,23451,33788,23029,35035,23306,34517,27937,30794,26986,34447,32631,47097,38512,66565,58583,90240,89628,35176,72141,26703,42475,25587,39343,17119,36592,6339,22928,669,6652,1,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1456,평촌,85,3,4352,3351,22706,11307,66753,36964,51067,94159,29391,32960,22895,18002,20989,13968,22012,15724,19596,19884,19349,17739,22568,18844,29150,24188,48460,33301,68206,50944,27028,45821,19718,25268,18241,21390,14076,19550,5102,11663,464,3587,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1457,범계,70,1,7944,3317,36600,13072,103913,25018,84311,64778,49216,45087,38816,31781,36611,30138,40038,31682,38178,40434,36088,38140,40437,42338,46658,54196,54181,74921,65097,107507,40495,88982,40568,44397,32079,38255,28823,35492,11245,20782,1072,6383,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1023,선릉,50,1,1152,1322,2669,11301,5990,46476,7823,145980,6667,98827,7699,42300,9355,26170,11382,22281,13285,24778,15141,19281,19303,17079,28183,19968,51216,24283,84893,28010,38692,16445,24195,8203,22377,6674,18192,6080,5403,3684,269,704,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1024,한티,28,3,2401,1428,8051,9960,26205,31578,32011,51910,21982,44113,17325,26891,18082,21505,21510,25185,22312,32917,21772,23834,25124,25694,31325,34620,47614,45375,49212,43265,30125,29531,32759,16739,27828,15232,37135,13958,5224,7783,222,458,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1025,도곡,87,0,1571,1323,4851,7885,11679,16701,17063,26198,12961,19528,10826,9789,10821,9477,11054,9388,12313,10405,12875,10462,15533,10754,19161,12000,24355,13838,24480,16408,12915,13558,9614,8486,7531,7747,5667,7183,1488,4200,88,418,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1026,구룡,0,0,561,1171,1697,8946,4764,12248,6517,6495,5606,2906,4427,2544,3612,1776,3781,2529,3260,2592,3556,2719,5142,3248,13063,3519,8503,4426,5654,5328,2955,4332,1742,2666,3182,2533,774,2646,227,1871,11,99,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1027,개포동,0,0,1075,658,4136,4225,12217,7643,13722,11450,8776,9173,7003,7600,6453,5810,8304,6842,6900,8980,6974,7710,8378,7962,13096,8756,10734,10676,10211,13402,6390,11156,5118,6787,5349,6197,4814,6387,1753,3877,65,113,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1028,대모산입구,24,7,2127,815,6364,3109,21805,6558,22632,11985,13750,6505,9350,4713,8330,5336,8414,5742,7750,6703,6615,6336,7654,8459,10102,9691,11141,12178,10905,16214,5492,14203,3150,8713,2875,8238,1877,8670,647,5039,11,249,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1030,수서,21,1,3547,4766,7463,15063,27880,30456,43634,49048,28737,28121,27079,20719,21255,16697,25490,21180,23058,20197,17022,20359,26466,23491,32411,29083,38139,35470,46350,47099,20045,33266,21303,21814,14513,19507,16189,16821,7077,7108,33,1050,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1846,수원,691,3,5440,788,10076,4657,26685,10167,26904,16128,13937,13312,9535,9551,9758,10660,10724,11840,10748,12206,10965,11683,13630,11875,16703,14840,19540,23357,22419,28923,16299,20995,15446,11228,14357,8905,12541,6650,5082,4258,121,927,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1847,서울숲,170,0,2618,606,5326,5706,13858,25512,24277,48781,16461,37023,9813,26008,10926,22123,13499,22904,16105,26413,19204,25990,24183,25465,31599,24997,48449,25117,59811,31578,34236,20327,22594,10380,20020,8228,12866,8363,3615,4240,87,1009,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1848,압구정로데오,166,2,2650,999,4259,12868,6272,27552,9360,82597,9208,110871,10037,60086,14893,43358,19176,38447,23569,38889,29529,35505,38522,33322,49934,35936,69905,43467,97354,50535,73365,30405,57813,13601,45107,9376,33911,7900,13324,5027,514,1104,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1849,강남구청,51,0,1428,650,2869,5345,8495,16708,11564,59132,9406,48123,9357,22316,10077,15668,11243,15350,12703,17311,14536,15062,16395,15290,19829,16530,30884,18638,54004,22183,27924,14229,16427,7745,15276,6548,10557,6358,3698,3887,98,830,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1850,선정릉,13,1,1051,1134,2194,5074,5280,13934,7914,53729,6564,44525,6049,18551,7923,11035,9261,8960,9522,9870,10953,8819,11699,7698,14283,8512,27771,9550,46516,10733,24000,7128,11865,4253,10209,3638,6741,3937,2472,2396,134,488,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1851,가천대,23,3,5048,806,8105,3898,20157,7652,27354,50552,17307,50473,13691,40800,15354,14044,25163,30706,18916,18671,27026,17546,32529,14600,39352,15783,49859,20882,27387,26303,16449,21802,12126,16812,10950,17324,9845,17464,5344,12005,181,1128,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1852,태평,178,21,15312,1731,21566,5664,45883,8663,66159,18813,44578,13532,25901,12541,21024,14061,21993,16204,21377,16346,19446,18801,18269,26285,19342,31329,21969,38179,20181,49979,12138,38313,9303,27101,7120,28600,5241,23154,2132,12797,97,1404,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1853,모란,281,7,15401,3158,22621,11648,58877,24908,72820,39314,52130,33238,35683,30492,33518,36163,38284,38207,38377,37746,37706,38035,39008,44602,44083,47753,45894,52299,45716,70363,25937,51534,18364,37589,16830,32753,14136,28110,7037,17915,350,1844,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1854,야탑,151,1,7729,3445,21226,16411,61238,44913,68072,106258,47888,58487,38296,38878,37537,34375,39486,38825,39064,43025,39738,39283,45394,44699,53016,49295,71767,63065,93057,80308,44406,61470,33603,39605,29888,30098,20487,30624,7783,17077,335,2819,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1855,서현,284,12,5039,3129,13643,12925,40609,35972,45848,89653,34171,72619,29049,41118,30458,35822,33725,37045,34522,38401,38358,40280,45068,39844,51940,48015,68385,56107,94486,69192,52293,51429,49011,30186,41325,24010,31161,20262,13014,11883,685,1806,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1856,수내,167,1,2883,2032,7807,8728,20539,27494,27153,65691,18512,47528,15130,25610,16139,18715,18024,19215,19701,20058,22377,19630,25090,19908,28382,22239,44216,27179,61002,31647,32796,24142,28609,14641,20712,12201,16361,11583,4352,6372,269,1247,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1857,정자,369,5,3694,1360,11544,13606,33413,46308,37877,85921,27729,51565,20849,25924,21354,20402,22222,19731,22631,22466,22777,21211,27995,22906,31641,29612,57777,43284,73318,53561,38102,42988,30882,26171,33225,22352,29442,21087,11688,12308,1140,3333,1,1,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1858,미금,603,2,3440,748,12141,11959,29535,22695,35056,48007,25970,36556,24120,23198,25464,22529,26124,24282,26761,26624,27489,26281,33378,26789,33191,31285,40194,36656,41747,44836,22127,35911,18778,23160,18922,19443,14327,19054,4674,10557,257,2707,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1859,오리,824,3,4177,568,14978,8259,32951,16026,36265,36973,23709,18342,19107,10909,16950,11480,18101,13204,17303,12594,16689,13112,18317,14788,21253,16489,29071,20057,36532,26408,14917,22917,10948,15158,10314,12818,6877,11902,2289,7220,94,1948,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1860,이매,43,0,2540,948,6438,4405,17178,13443,17931,17067,12398,9374,10227,7053,9462,6437,9851,7215,9024,7812,8852,7856,11019,9150,17427,11297,14252,13960,15646,17252,7932,13860,5128,8895,6333,7967,4997,8817,982,4912,54,1020,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1861,보정,64,1,1146,114,3857,1660,10408,3194,11242,7910,7568,2416,5698,1819,5021,2148,4067,2500,3970,2712,3793,3249,4302,4459,5373,5232,6728,6851,4260,7652,1867,7227,1543,4442,1417,4109,1166,4589,485,3010,1,205,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1862,죽전,1495,3,5613,973,17143,7898,48066,18459,44161,36479,26566,32406,20870,24398,19398,22545,20988,22672,21565,21776,22234,23306,25092,24955,30731,30870,35697,37537,37411,52658,24182,45416,26717,27757,14224,23580,10889,22998,3690,16338,6,9057,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1863,구성,114,0,2863,448,8650,2454,24063,4672,24615,9069,15054,3842,11078,3708,9265,4632,7791,5142,7018,5712,6369,6569,6557,8876,7534,10570,9088,17600,7883,22229,3659,20446,2718,12667,2552,10137,1768,10858,589,6390,9,531,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1864,신갈,91,4,2973,218,10218,1394,22458,2756,22804,7154,13143,4200,9520,3661,8265,4457,7310,5411,7105,6148,6370,6506,6715,8302,7577,8823,6851,13899,5829,19277,2813,16703,2218,11024,1841,8401,1404,9856,483,5683,14,341,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1865,기흥,188,14,5948,899,16150,4800,42539,14333,43329,34389,22584,14167,15259,11109,15357,13167,14479,9900,14796,13029,14970,11937,15222,13686,18941,16922,25820,25597,27184,38783,14512,33237,10679,19791,9549,16253,7274,16908,2711,10745,57,1427,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1866,상갈,74,0,3254,608,9421,2876,22983,7459,25495,11460,14751,6105,10441,4905,9122,4788,8275,4871,7322,7222,6712,6890,7343,8202,8585,11756,11814,15358,11732,19435,6536,16633,4307,11818,3563,10998,2284,10135,773,6051,5,875,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1867,청명,20,0,2574,934,8231,2448,21783,6034,21117,11252,10365,4218,6630,3726,6033,3653,5717,4447,5571,4681,5144,5258,6232,6213,7387,7862,8623,12020,10269,17407,4558,13992,3109,9127,2600,8313,2368,7530,782,4688,20,469,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1868,영통,90,0,2879,1615,8395,4139,20531,11327,23723,29544,12397,20539,10500,14039,11204,13291,13536,13984,13939,15137,13883,14068,16584,14774,21624,16802,25666,26279,29330,30660,16090,23367,14741,14357,16281,12771,16981,12464,6383,7545,224,786,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1869,망포,71,1,5688,2709,24864,9436,65956,26571,61764,45499,29219,18463,19298,10741,18043,10861,18408,13343,16324,14074,14709,13523,16833,19483,22509,24974,37669,37851,48475,56836,25025,53380,17821,33010,15712,25266,12874,23999,4444,15129,173,1290,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1870,매탄권선,91,0,4025,745,10974,2791,25488,5253,24326,15563,12659,5842,8257,3440,7407,3539,7705,4820,6674,5316,5785,5021,7143,7514,8904,9791,12407,15176,10452,23959,5510,17432,4129,11389,3777,9129,2832,9910,872,6159,33,778,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1871,수원시청,210,4,6293,1950,13307,7661,34301,18970,35579,53235,17265,33842,13692,18245,16223,16324,18225,19946,17469,21192,18246,16037,22627,18446,29500,22264,32382,37607,44276,55287,23570,40620,20026,25134,22349,17131,18778,16919,7379,10160,276,1441,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,분당선,1872,매교,366,0,4377,666,9903,2363,21624,5456,21878,16091,9740,5243,6439,4033,5941,4595,6164,5432,5644,5158,5371,5769,6049,6130,9380,8580,13658,15064,8343,19441,4501,14471,3335,8930,2821,7622,2692,7080,608,4189,32,755,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1948,원흥,183,2,7423,627,18681,4148,52808,7057,55548,17448,30577,11557,21862,8750,18663,9157,18690,11108,17212,13035,14236,13992,14067,17785,14994,21280,16877,30548,19928,42636,9698,42681,7610,25494,6970,22643,4999,20274,2285,13016,313,2887,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1949,지축,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1950,삼송,689,19,9132,1532,33697,7087,89780,18452,85596,32099,46678,20749,33722,17748,29471,18637,28938,23042,27603,24969,24144,25935,25749,32488,31540,38422,34717,51311,35239,77850,20891,66148,15741,39153,13479,38200,13651,29734,3411,16353,500,3610,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1951,원당,168,3,8915,1096,21583,6882,48882,8643,49863,13858,29943,10031,22265,8990,19929,11647,19467,12714,18303,12578,15459,15147,14990,18684,16936,23475,18514,29177,16840,40058,9092,37621,6284,24506,5120,21180,3171,17919,1147,11496,131,1868,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1952,화정,108,0,10802,1501,27152,6575,59131,12962,59366,33401,36795,21924,30477,19163,28072,22317,30157,22621,29094,26078,26872,28189,28536,35136,31195,37370,33315,48363,31730,62569,17783,52912,15382,32709,14689,29125,12013,26365,4677,15246,566,3399,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1953,대곡,5,0,1036,293,3997,1371,10328,3004,9343,3500,4017,2061,2916,1806,2751,1728,2547,1914,2829,1865,2482,1869,2725,2319,3659,2950,4719,3435,5437,7178,2516,5489,1226,2837,1323,2634,825,2369,504,2119,46,412,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1954,백석,60,1,4551,2543,11038,6394,24227,13456,25347,27390,18035,15177,16167,13015,16668,12859,16249,14101,16752,15472,16314,16138,19400,16736,19289,19443,23883,22147,25203,27178,13094,27176,10606,14928,10617,13143,6518,10775,2613,7499,312,2046,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1955,마두,15,0,3460,1601,11250,4489,17458,8074,18538,22852,13981,15489,14429,11813,14198,11434,13859,10363,13152,14751,14332,13479,15637,13883,16760,14547,18082,16350,17909,19369,7883,18211,5836,10447,5597,8879,4408,8535,1177,5579,169,1513,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1956,정발산,39,1,2254,853,5971,3253,9269,6288,10607,21772,8427,19870,7934,15504,10356,13879,11216,13144,12659,16269,14295,13421,16715,13797,17364,14829,21676,16470,25596,19142,13535,15934,12856,8299,9910,6803,7728,5401,2779,3592,347,1095,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1957,주엽,116,4,5763,1199,18880,3600,30056,7390,30407,15735,21705,12710,19466,11609,18731,11726,16982,12955,15760,16836,15550,15359,16620,19737,17123,21448,16207,25008,15452,27660,8355,28723,6925,17119,6086,13777,4222,11847,1169,8548,155,2514,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,일산선,1958,대화,169,1,7822,1354,29349,5845,69393,14583,50363,19321,31621,14598,24232,12302,21502,11484,20082,14391,18405,15487,18029,14612,19462,17414,21938,17867,22655,26044,20106,30999,10265,33950,8022,22374,6353,18020,4599,16059,1547,11042,123,4397,7,7,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1015,회기,770,8,12478,3916,21878,13599,62474,33412,84226,77074,54073,55604,41120,48031,43360,44537,49356,41237,51402,43751,51143,40663,60098,40924,73154,48437,80486,62441,68271,92608,38968,68854,35198,44563,38867,44271,36792,47942,17047,31690,748,5493,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1201,중랑,108,3,6221,603,9884,1944,25499,3182,23546,6598,16835,5879,10190,4885,9571,5010,9592,6286,9314,7132,8220,7366,7452,10611,7929,12983,7651,16927,8006,23156,5583,19204,3993,11406,3077,9073,2448,9783,1178,5374,24,456,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1202,상봉(시외버스터미널),531,19,6011,815,9150,2318,23899,5113,26734,8005,15089,6670,10003,4826,8238,6238,10306,7033,8479,7282,8108,7872,7724,10110,7928,11888,9232,15306,10095,25038,6605,21457,5161,11938,4435,9833,3158,10573,1455,5961,101,1219,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1203,망우,330,10,8108,966,12776,3146,33401,6137,27725,15402,18340,10669,13744,9970,12476,10430,13843,10165,13739,11811,12543,12610,12776,14135,14444,18708,13894,21626,14720,30361,9725,22840,6107,14289,5096,10473,3647,9934,1447,6735,20,845,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1204,양원,52,0,2614,313,4895,1856,15546,9625,11634,6774,7378,2677,4959,2713,4226,3068,4425,2820,4327,3777,3987,3279,6195,4376,8868,5589,5571,6738,4331,10393,2401,10012,1471,6147,1546,4152,896,4832,318,2914,6,200,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1205,구리,948,12,9952,2107,22807,7232,64955,9617,55692,20769,31758,16531,23404,14816,21634,13899,21961,15009,19717,18172,18041,18368,19011,24767,21421,29063,23106,39586,21657,56581,13578,52933,12252,28146,8241,23257,6811,21402,2179,15372,35,1973,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1206,도농,881,0,8614,1291,24924,4857,68821,9443,47931,17336,32166,8516,21697,7863,18867,8132,16871,9859,14657,11558,12862,13006,12090,18062,16648,22193,20592,31385,16137,45872,7936,41896,5928,23548,4676,19682,3508,16865,1020,13661,28,2577,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1207,양정,101,0,254,154,740,966,1772,1785,1499,2277,905,1320,889,1125,867,781,927,911,1013,681,1363,727,1398,745,1941,885,2618,1060,2280,1274,812,856,385,452,400,413,117,384,40,241,2,102,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1208,덕소,1500,1,2973,951,10466,2012,27350,3509,22403,7635,14731,5756,12442,5453,10590,4983,9505,6540,8675,8175,7636,7577,7695,10722,8346,12977,8592,18676,7701,20651,4707,19766,3384,10205,2690,11016,2169,9294,883,7809,2,1918,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1209,도심,1,0,1518,437,5868,1070,14923,1760,9552,6767,6463,2139,4609,1779,3599,1562,3827,2074,3223,2118,2755,1782,2804,3897,4427,2732,3617,6841,3679,6013,1546,6370,1042,3754,911,3296,813,3662,190,2136,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1210,팔당,2,0,180,66,691,567,1697,1641,1291,3331,1295,3992,1337,3410,1321,3087,1406,2602,1534,1722,2452,1790,2963,2025,3573,1881,3656,1928,3167,2003,2069,1181,1712,799,1180,460,730,560,233,221,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1211,운길산,1,0,204,60,658,419,1703,589,2066,1288,1038,3028,950,4188,1089,3631,1267,2465,1752,1800,2847,1805,4353,1374,3873,1223,3221,1266,1880,1206,877,1406,474,696,326,538,137,580,27,376,0,2,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1212,양수,0,0,948,205,2199,1216,7196,2078,4870,3933,5145,4217,3187,4521,3351,4003,3487,4221,3990,3814,4225,3720,6121,3398,6429,4159,5364,5208,3910,4605,1813,4764,1579,3430,941,2676,486,2714,188,1716,0,14,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1213,신원,0,0,170,5,151,208,537,578,373,386,438,775,334,895,325,639,439,373,539,380,789,325,1014,322,942,306,640,435,817,407,163,225,84,212,57,209,40,133,9,91,0,16,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1214,국수,2,1,639,48,1184,225,2797,727,2093,2176,2162,1404,1561,1245,1301,1452,1365,1372,1496,1239,1467,1076,2672,1672,2546,1622,1264,1965,955,1939,517,1531,281,1645,215,1415,160,981,33,558,2,99,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1215,아신,3,1,564,38,949,166,1997,477,1636,1147,1533,1057,1491,1135,1084,1329,1102,1139,1193,798,1151,918,1386,1289,1685,1236,1367,2074,1098,1636,745,1177,464,1093,271,1087,211,771,27,667,2,98,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1216,오빈,0,0,225,26,460,292,861,334,1148,842,869,539,884,712,564,573,600,530,637,437,533,385,613,663,703,783,804,1106,547,889,295,541,174,427,126,571,94,373,9,283,1,56,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1217,양평,47,1,1663,88,3689,2159,9301,3926,6773,8173,5429,4737,6503,5267,5133,7007,6196,7551,6920,4783,7215,6019,7317,6600,8616,7293,7680,10046,6853,7559,3862,5644,3210,5782,2411,3455,1898,2892,266,3264,56,892,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1218,원덕,59,0,339,3,624,76,1002,407,1207,563,1119,681,1045,1243,810,1036,764,889,832,518,1022,684,1181,827,1311,767,834,1270,555,992,324,765,104,544,65,584,14,353,1,305,1,61,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1219,용문,375,0,755,4,2309,514,4278,2906,4850,3426,3640,2677,3964,3583,3530,9941,4246,8004,6264,5417,7777,5079,9051,2984,7680,5435,6578,5226,3381,3870,1955,3261,845,3423,752,1918,333,1667,0,1478,0,647,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,중앙선,1220,지평,0,0,0,0,0,0,352,238,204,250,5,0,439,615,1,0,3,1,74,154,474,391,3,4,3,0,164,145,54,128,190,295,1,2,30,140,9,63,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1401,봉명,16,0,1381,476,1694,758,2549,3791,3098,4530,2435,3762,3045,2392,2755,1743,2347,1812,2336,2270,2385,2100,2749,2039,3431,1699,3742,3123,2077,2940,1099,1827,1175,1316,973,1091,829,1113,722,921,7,170,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1402,쌍용(나사렛대),28,0,2705,329,4513,632,7688,1737,9587,9659,4935,5881,5023,4510,5031,4581,5106,8283,5597,4366,5307,3386,7499,4981,7089,5815,7146,7938,6916,7908,3817,6136,2682,4227,2025,3721,1980,3340,968,2906,37,621,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1403,아산,47,0,1105,984,2727,3786,7977,6215,9988,11557,5677,8866,6089,9047,6779,6355,7889,7889,8377,8374,8902,5976,11626,7252,10210,8353,11637,11054,15471,11145,11395,7509,6569,6288,7708,3849,6622,3055,3758,1742,62,421,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1404,탕정,57,2,867,127,1875,826,4725,2046,4272,3248,2576,1480,2252,1388,2150,1547,2305,1636,2259,1956,2779,1536,3163,1649,3387,3248,3451,3839,3033,4024,1883,3419,1159,2716,1172,2119,948,1680,608,1474,31,213,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1405,배방,38,1,1193,175,2138,684,4288,1449,3966,2192,3038,1663,2304,1162,2177,1806,2109,1774,2210,2089,2149,1669,2165,1944,2123,3446,2492,4709,2906,4404,1883,3521,1315,2444,1238,2178,1004,1618,663,1376,32,232,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1407,온양온천,701,2,1853,519,4523,2479,10619,6425,12849,8919,10289,8906,9349,10476,10018,16104,11358,11742,13295,11723,13447,7582,12796,8973,11711,10731,8280,13467,10851,11043,4595,9478,3377,5957,2895,5904,1832,4553,1121,3347,18,820,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,장항선,1408,신창(순천향대),315,2,567,104,1239,533,2548,3667,2142,14549,2204,7952,3874,9914,4233,6234,5021,4999,7745,4848,8268,3334,7088,2552,13225,3585,9895,2615,10828,4866,3888,3055,3110,3368,3277,3714,1283,3405,1174,1957,4,691,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1252,신촌,0,0,199,5,268,1192,748,4902,550,6283,753,5892,608,2681,732,1477,1184,1842,1117,2666,1275,1276,1667,972,2647,1114,4661,1884,4823,2622,2887,1376,1350,725,1711,474,1302,166,669,429,6,68,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1261,효창공원앞,1,0,669,189,2096,2528,5735,6750,8456,19566,5728,10763,3585,4597,3477,4122,3985,3970,4590,4026,4518,3880,5377,4174,7148,4839,8818,5986,15961,8527,6456,6690,4268,4281,3834,4343,3032,3738,1222,2918,36,301,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1263,서강대,10,0,480,97,1600,1617,3673,3065,4235,11237,3245,7178,2706,6033,2760,4276,3313,3535,3970,4293,4037,3352,4425,3396,6489,4009,7656,4655,7410,5485,4452,3684,3981,2278,4429,2449,4161,2084,1763,1315,9,92,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1265,가좌,9,0,3158,185,8290,2206,25854,4617,29516,12041,13955,10407,10159,6879,10331,7314,11827,6895,8375,9908,8425,8546,9116,9853,10096,13025,9983,15539,10608,22588,6302,18103,4463,10226,3779,7566,3342,7527,1251,5745,13,550,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1267,수색,3,0,1075,532,1956,6838,3784,6044,5003,20169,3911,10079,2752,4008,2864,2838,2812,2719,3009,3588,3021,2768,3877,3207,6699,3652,10933,4919,14439,4437,6469,3398,3436,2379,2629,1642,1780,1891,762,1269,10,203,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1268,화전,0,0,623,411,1852,1281,4780,2134,5160,11193,3794,12152,3355,12561,4986,5174,5040,4945,5455,6837,7592,4858,7415,3146,12795,3726,11879,3869,9608,4840,5389,3989,2928,2599,2831,2562,2079,3017,1166,2316,53,853,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1269,강매,0,0,2048,209,6975,909,21836,1348,19612,4026,9660,1484,6555,1481,5376,1841,4850,1971,4036,2684,3360,3195,3147,4268,3582,6049,3398,7963,3973,13066,1484,13032,909,7617,798,6483,509,6243,247,3706,4,1454,0,0,0,0,0,0,2023-04-03 09:45:30
