사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,7호선,2714,마들,31,1,10635,1324,28053,3674,70003,9919,68333,12766,34325,10235,23864,9856,22600,11078,23010,12627,19293,14028,16889,16335,17208,20432,17026,25395,14298,31393,13593,49931,8467,50303,6219,28450,4310,24335,3435,23334,1404,15128,161,4823,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2715,노원,52,1,8026,2427,16400,7072,42789,20527,44943,48502,31137,45836,29638,33383,32261,33267,35904,35038,35428,38559,37768,38988,41084,41628,44426,45839,46311,53059,50827,67022,32501,56612,31116,27579,25241,21657,24191,19215,9313,13033,1662,4830,0,5,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2716,중계,11,0,9740,2117,26367,4957,68316,19228,69747,31621,37903,15232,25837,12175,22908,13821,26401,15263,22085,15379,19592,16872,18550,19355,27151,24328,24178,32512,19898,48443,10921,49268,8116,28398,8501,24787,6966,22856,2810,14570,421,4712,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2717,하계,18,0,7994,1640,27334,7086,75192,19252,78617,30369,43859,23588,31965,17233,30101,19490,30564,23116,27836,26138,27173,25243,31218,27505,35055,32576,34347,41245,28273,60807,15744,57964,13906,33661,11866,29898,8531,28035,3132,19229,521,6184,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2718,공릉(서울과학기술대),25,0,6611,930,15377,4005,39704,12672,44469,29384,25497,21141,19170,16061,18780,13264,20658,15614,19361,17820,19488,16835,21203,19585,25877,24524,26018,30045,28010,44508,16287,38462,12508,22486,12911,19560,11263,19296,6492,13135,1168,4564,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2719,태릉입구,140,0,8143,1215,9283,4868,24117,9335,30407,23435,19790,17694,15227,12140,13448,16110,15902,12006,15622,12773,15881,13040,18117,13474,21136,16328,24252,20731,24207,27847,14187,24642,9990,15625,8743,13874,6908,13708,3330,8392,571,3733,1,1501,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2720,먹골,10,0,8395,681,14316,3427,39177,6413,48637,17247,27665,10865,18447,8766,16983,9869,17164,12026,15882,12633,13970,13270,14232,16759,15383,21489,15621,28163,16685,40806,10772,36091,8061,21635,6769,18485,4969,17202,2088,10556,412,3414,0,217,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2721,중화,39,2,9350,1151,16186,5160,41576,9168,50481,24839,28518,11560,18063,9818,15973,10344,16488,12060,16075,11956,13581,13864,13234,16989,16689,21743,18694,27041,20520,40475,12524,35903,8099,21179,6892,19377,5268,18141,2310,10852,390,3706,0,65,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2722,상봉(시외버스터미널),408,9,11563,1436,21199,8951,57823,14242,77959,29807,41293,20047,24168,16233,21879,17291,24298,19151,23299,20264,22391,20578,23429,23831,28243,31154,30003,41034,34097,66045,24487,58815,18274,33179,16671,27904,13316,27362,6694,17043,1433,8336,1,38,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2723,면목,52,0,14158,836,25297,5494,63105,9486,77566,35880,43317,22854,27347,16906,23486,14647,25875,18823,23570,19315,21485,19166,23014,24435,29806,33585,25511,40184,23020,56039,17808,52306,10991,30885,8610,26660,6540,26162,2762,14734,466,5247,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2724,사가정,24,0,11852,1535,24826,7223,61112,11859,76226,28055,45213,18985,28402,16122,24985,16384,26039,18402,24186,20317,22352,21343,22310,28551,24944,35220,26967,44424,25882,67616,19097,57667,13403,33043,11514,29020,9249,26029,4877,14568,772,5129,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2725,용마산(용마폭포공원),3,0,5207,648,11384,2287,26204,4175,31197,10790,17953,7319,10643,6606,8958,5586,8819,6443,8337,7653,7574,7473,7471,9778,8395,12100,8217,15293,8376,22533,5424,19661,3291,11889,2690,11478,1704,10463,1003,6518,171,2251,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2726,중곡,1,0,6368,689,14028,4428,34967,16748,48130,30263,29846,14084,17995,9855,15521,9264,16448,10727,15606,11691,14246,12081,14781,16236,19933,18994,22080,24844,23596,34906,13328,30853,8356,18913,7627,16848,5979,15110,2077,8896,384,3305,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2727,군자(능동),37,0,8945,863,15428,6598,39851,9917,62311,31222,42957,19163,23468,12568,19691,12104,20686,13280,21053,14554,19948,15552,20466,18807,23298,22136,28749,29633,38068,45764,22374,36961,18283,21939,17471,19551,14487,17326,7538,10601,1375,4080,0,51,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2728,어린이대공원(세종대),5,0,3379,825,7920,8711,21521,17237,34882,85304,26290,46670,17953,57925,21701,45711,23906,32305,28527,40164,35229,33308,37944,23971,54615,24095,66282,28623,60034,36184,30017,27203,22911,17270,24576,15264,22522,15806,12757,11621,2352,3317,0,6,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2729,건대입구,70,0,4118,1039,5191,8421,13850,20619,20820,46649,17404,32171,14566,30684,16457,24563,19088,25257,21811,26904,25299,25564,30014,23730,36509,25719,44763,34261,39262,46472,28083,30237,30174,16729,26626,13488,24016,12182,12366,6940,2217,3711,1,228,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2730,뚝섬유원지,11,0,4969,604,10247,4217,23773,6815,32951,14533,22801,9630,13258,8048,10933,9853,11115,13291,11501,17079,12122,20484,14981,24503,19747,27251,24021,33429,27181,41466,21221,29407,19920,18216,20835,15831,16652,12973,7831,6520,1080,2096,0,4,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2731,청담,28,0,2570,4525,6620,30534,12295,66824,16830,157705,14415,104568,13566,39185,17677,25119,20289,24018,20972,24564,24533,21695,34447,19532,45401,20239,72339,22402,118952,23069,59129,16552,35152,10320,31179,9356,24427,7341,6389,4244,803,2830,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2732,강남구청,33,0,1939,1924,3899,16466,7850,36903,11139,114248,9550,112022,9890,44762,12343,26170,14287,22637,17406,24493,22060,20242,27774,17671,33544,18695,52272,20962,96175,22407,58872,14429,36430,8949,36097,7113,25647,6010,10451,4306,1690,2012,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2733,학동,6,0,1920,1580,5000,27314,9148,57214,12771,195183,11357,157520,11847,60346,15253,30552,19588,25101,22743,29732,28745,24032,37269,20344,48829,19668,86416,20907,173428,21961,85856,14010,42805,8745,37719,7718,27768,5702,10860,3706,1607,1461,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2734,논현,26,1,2969,1048,4254,15468,9065,44075,14097,109915,12805,95790,11761,37227,13186,22235,15126,20990,16963,23011,21343,21159,25154,20297,31673,22236,61151,26858,104304,35343,57969,20318,37092,11208,39142,9828,35472,7694,18086,5617,3065,2544,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2735,반포,0,0,939,1594,3070,13764,9008,13840,12682,20500,9499,16707,7025,10714,6791,10343,8378,10116,8990,9849,10216,9209,11869,9065,21730,10000,18584,10641,18533,13023,13157,8196,10295,5171,10492,4465,7055,4538,2545,2685,437,836,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2736,고속터미널,7,2,1125,2770,3167,22638,11915,37850,19331,53818,23555,38577,24012,30580,27656,26995,27680,24971,28055,27947,29993,25244,37623,21809,43587,21836,57835,24509,54352,27643,35842,17804,37561,9709,34115,9101,26277,5740,8178,3271,816,740,0,7,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2737,내방,7,0,2305,1642,7664,10948,20730,26847,31912,91099,23285,50525,17496,22544,17989,16620,17815,18693,18967,20092,20050,17874,22883,18543,28598,19929,42070,25899,76342,34929,30109,23259,20924,13921,19455,12369,14233,10906,5125,7070,811,3111,1,194,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2738,이수,18,0,4892,1349,10064,8995,30822,15993,47434,44282,31931,28990,20506,20865,20460,19839,21906,20458,24017,21551,23892,21695,24995,24603,28542,30384,32716,40431,44990,59689,26485,40617,24638,20886,27269,17192,24665,15812,12682,9607,2073,3192,2,33,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2739,남성,9,0,6617,866,14943,3999,43336,7443,61758,17753,36686,13562,21319,12044,18021,12916,18266,12013,18200,13374,15799,13984,15361,17564,16528,22037,15971,29310,16834,46130,10889,34033,8645,21939,8435,19250,5881,17887,2440,11214,437,3682,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2740,숭실대입구(살피재),3,0,5854,984,13629,3877,42300,8976,53316,42220,33770,25969,22836,48030,21789,29802,22096,20071,25222,25746,28105,24138,26459,22383,42549,27630,43202,35723,30557,54109,18948,40404,17460,24315,18321,22994,15711,22458,9228,15360,1595,4804,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2741,상도,7,0,5443,1461,13124,4953,38686,9131,48136,31887,30533,19222,19793,23438,17754,18358,19239,17451,19013,16553,18824,18627,20529,17886,23827,21751,27311,28871,27342,47107,15150,32216,12782,21094,14055,18821,10271,18540,6213,12743,1279,3707,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2742,장승배기,0,0,6158,1525,11534,6321,28375,8236,41874,17508,26506,11835,16869,10469,14648,10324,14816,11002,14735,12146,13086,12404,12697,15327,15363,18186,15307,22607,16079,34650,8866,25323,6986,15676,6500,14550,5423,12945,2163,9065,438,2955,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2743,신대방삼거리,20,0,10564,837,20105,5243,58393,9750,83828,19223,47520,15337,26912,13423,23031,13643,24308,14955,21135,16468,19173,18940,18502,23362,21606,29538,20935,38387,22648,64817,13111,50927,10548,30176,9166,28434,7568,24559,3688,16209,644,5962,0,47,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2744,보라매,6,0,4302,862,7373,3254,19969,10615,28563,24872,17019,10452,10523,7980,9968,8179,10054,9338,10004,9018,9964,9196,10787,9951,12540,13054,14129,18147,19987,26494,9180,20194,7278,12142,6741,10900,5920,10203,2329,6166,371,2625,0,69,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2745,신풍,164,2,14465,1753,17128,6344,44480,12875,54829,20007,32478,13131,19243,10593,16825,10942,17509,11361,15830,12828,14554,13668,14743,17332,18448,22169,18523,30934,18562,44495,11647,32558,7747,20177,6762,18645,5447,17722,2244,9752,400,3312,7,580,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2746,대림(구로구청),34,2,12575,1103,9396,3934,16095,7179,23646,19170,18043,13621,12835,16990,12925,18536,13901,15113,15259,14553,15820,14532,16991,16107,17790,19590,19659,25403,19841,25918,13885,17116,10986,11645,9319,13050,7069,11119,3669,5253,451,1223,0,0,2,2,0,0,2023-04-03 09:45:30
2023-03,7호선,2747,남구로,94,3,19537,1972,15956,9145,32320,32831,38335,102453,24600,48741,16189,19825,15086,15222,16397,14200,15855,15663,14580,14529,17103,17810,21526,26239,45702,31557,76321,32553,33480,24285,18546,15856,13078,18228,8550,15047,3828,8116,479,2071,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2748,가산디지털단지,688,3,8047,6164,9410,31243,24158,133724,27737,405846,20099,226347,18929,64029,24747,37534,30866,35665,35284,38108,41332,33339,53571,30406,80351,29997,214524,31528,319876,37554,130636,27199,72894,15680,57866,12958,31330,11635,13044,8473,1703,3240,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2749,철산,14,0,10607,4757,31719,10974,93571,17365,93824,35651,54411,25819,34912,21575,31479,20872,30886,22045,28153,25441,26493,27736,26411,32711,31831,41460,36661,60967,39226,95661,21631,77055,19258,41814,18286,37162,15590,34367,7324,21022,1207,6685,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2750,광명사거리,216,1,20613,6403,32053,12002,84543,17615,95205,26613,51384,24208,33153,23483,30881,27031,32784,28872,32177,31964,30942,32699,32098,38152,36475,44494,39206,58097,35109,85048,24132,68613,16661,37170,12719,32220,9529,27219,3950,17732,627,5055,0,6,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2751,천왕,14,0,8733,1045,20327,5347,58813,9763,64455,17399,35416,8411,19511,6905,16037,8353,15920,10922,14420,11784,12882,12738,13111,16914,15787,22471,14753,30163,14651,49818,8091,42196,5877,23862,4581,19881,3077,17399,1226,11553,255,3347,0,125,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2752,온수(성공회대입구),163,3,7702,993,18355,3674,50649,11877,56737,22749,25527,17859,13671,8851,12656,8946,13813,9868,12580,10645,11857,10514,14373,12060,21725,15677,20095,23379,15671,40268,7457,32947,5500,19834,4929,16240,3447,15031,1954,9778,371,5202,5,1181,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:29
2023-03,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:29
2023-03,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:29
2023-03,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:29
2023-03,8호선,2811,암사,49,0,15489,814,31091,5350,89627,9647,114208,20072,57082,13828,32435,12475,26322,13664,27953,17073,25718,18866,21517,21338,20313,28183,21711,35301,23600,48599,23558,76042,14649,64148,10697,36332,8348,29861,5646,32549,2440,16972,437,4601,0,716,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2812,천호(풍납토성),90,0,10989,1597,17784,12681,45047,15341,61133,30561,34928,24009,20864,18737,19807,19472,21024,21011,21544,23708,20311,25022,22719,29173,25834,35087,31531,48463,32884,72540,21437,49916,17592,29255,13713,25877,10077,22360,4922,12656,1046,4534,0,255,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2813,강동구청,5,0,5221,924,12337,5727,35302,15515,45802,35244,26863,14725,16970,10908,14776,10545,14416,11623,14612,13955,13542,13898,14128,16176,17046,19855,20068,25503,27580,38288,11371,28616,8252,18023,7719,17252,5274,14857,2201,8178,350,2733,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2814,몽촌토성(평화의문),4,0,1545,2046,4121,8955,13057,13565,19820,30359,12565,14754,8506,9247,7652,9589,8512,8445,8752,9251,9878,8357,11177,8937,15935,10681,18634,13413,22637,17714,10958,14046,8011,8224,8072,7907,6267,6928,2926,3986,506,1399,1,0,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2815,잠실(송파구청),7,1,1241,2673,4552,11709,9734,34626,14225,84958,10543,46231,10513,32342,13396,33513,16693,33155,19987,33227,25359,30859,32474,31539,38349,33012,50313,40304,71941,46813,42556,24855,38812,13590,38094,9408,28389,7159,9924,4134,1589,1551,0,74,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2816,석촌,4,0,2738,662,6088,3496,17655,9101,25135,21699,14950,19509,11167,14025,10540,14743,11993,15351,12065,16421,12224,15794,13093,16448,15097,19057,18013,24843,20357,32509,12853,21168,11421,13416,12461,10841,9206,9491,3850,6004,685,2248,0,31,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2817,송파,5,0,3261,569,9433,5509,33141,12044,38641,19323,22856,11356,16353,9300,14490,8925,14204,10159,13789,12055,12246,12839,14428,15153,17057,17839,16222,23235,18332,32202,10291,25867,7317,14767,5821,14086,4474,13302,1941,7451,247,2097,4,200,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2818,가락시장,106,2,3256,2617,5808,7218,11214,14753,14405,40975,11061,17779,10626,12571,10740,12318,11128,12048,11839,12240,13141,11567,14899,12029,15171,14391,20309,17402,28986,21958,13064,15676,11519,9734,11912,9130,9673,7025,4424,4519,915,2279,1,484,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2819,문정,3,1,2309,3709,7125,14145,25206,58234,35606,181411,20731,81679,16774,29345,17806,19989,20199,18221,23064,21084,25977,19816,28440,19084,34889,21204,84522,26532,129703,38578,44381,27410,30975,15767,26223,14322,21287,12755,7248,7688,1162,2010,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2820,장지,29,0,6512,2731,19739,11753,51748,31228,63220,51556,35550,30955,23093,20186,20487,21354,22462,23690,23115,21419,22217,23180,26356,28399,34819,30430,49633,36935,51293,54942,27574,39873,23940,23388,18336,18955,11756,19472,4727,10771,826,2748,1,0,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2821,복정,19,0,4269,2185,10221,8864,30106,11938,39698,20289,23563,15850,14636,9717,11586,7613,14097,9714,12953,9368,12061,8977,14095,11192,19387,14519,25765,20582,26151,30360,13889,22132,9181,14338,7431,12592,6110,12211,2539,5117,530,1219,0,0,0,1,0,0,2023-04-03 09:45:30
2023-03,8호선,2822,산성,36,3,4404,618,8459,4308,24998,3268,27843,10235,14053,6020,9962,5758,8235,4760,8446,5242,8048,5920,7391,6499,8726,8367,9653,11404,10353,14089,6938,22473,3772,18658,2487,11984,1990,10927,1456,10168,577,5729,154,1997,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2823,남한산성입구(성남법원.검찰청),66,5,11478,1682,22240,5366,60174,11719,72524,34846,36387,34172,24063,15598,22487,12152,24190,15379,21364,18083,19628,14442,23227,19203,29154,25843,30613,32358,25441,50293,12022,39372,8364,25323,6384,23732,4462,22469,1604,12506,320,4542,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2824,단대오거리,15,2,9824,1520,20460,6903,53065,12258,60533,25557,30709,13858,20208,9721,17922,9945,20143,12212,18719,13496,16206,14667,17380,19903,21285,25766,25102,31423,25921,51756,12475,40887,8840,23364,7075,21095,4753,21086,2000,12505,412,4038,0,15,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2825,신흥,11,1,3984,485,7458,2354,18889,3972,23969,7210,12966,4999,8098,5308,7804,5559,8068,7541,7630,9219,7458,9172,8412,10145,10022,12581,10192,15394,9319,21694,5378,17600,4399,10847,3235,9375,2160,8214,969,4938,219,1424,0,196,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2826,수진,2,0,4572,633,7239,3083,17451,6810,24915,12409,13543,6971,9177,5738,8721,6454,9503,6690,8776,8173,7679,8110,9544,9256,13263,10591,10268,12416,9156,16887,5204,13333,4074,8760,3239,8576,2616,7318,1100,4926,256,1268,0,202,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2827,모란,24,0,2501,618,3015,3565,9324,5316,12081,11685,7707,6577,6756,7024,7859,8056,9463,8192,10311,8010,10541,7865,12662,8143,16272,8997,13297,9936,13396,12091,7383,7233,5527,4642,5199,4125,4332,3528,2842,2289,710,1478,0,407,0,0,0,0,2023-04-03 09:45:30
2023-03,8호선,2828,남위례,2,0,1345,888,6132,3298,20271,7854,24736,26987,13760,12132,9491,6981,8478,6409,9241,7570,9342,8397,8607,8425,10264,10067,14028,12855,17979,16660,19487,25314,8630,19393,6924,10462,6929,9684,5218,9239,2220,5903,600,1999,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4101,개화,4,0,1989,150,7852,2619,19241,3461,12355,5204,4170,3052,2787,2108,2350,2183,2103,2086,2366,1974,2592,2008,2881,2487,4305,2432,5723,3399,6430,6415,2512,5712,1730,3193,1638,2074,479,1831,251,1121,85,552,0,56,7,7,0,0,2023-04-03 09:45:30
2023-03,9호선,4102,김포공항,1,2,1050,2181,2966,13898,7137,19488,10721,21141,8684,15697,9244,21124,11164,22217,11629,21592,14249,21817,15556,21822,17584,20314,15221,24857,19086,28342,22657,28795,15039,17869,13336,7096,12575,4229,13031,3063,3050,2182,128,1206,0,15,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4103,공항시장,2,0,3496,198,4887,1165,11010,2043,11927,4376,6916,3253,5049,2964,4491,3265,5144,3648,4504,4164,4230,4126,4362,5040,4397,6603,4606,8140,4335,11356,2907,10842,2385,6863,1990,6123,1533,5472,814,3907,137,1581,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4104,신방화,3,0,5004,606,12446,2638,32121,5559,30334,12480,16643,6718,11724,5812,10786,6541,11113,8225,10373,8405,9295,8711,10083,11921,11432,13932,9618,16413,11002,27711,6529,22652,5002,14110,3964,12121,2824,11240,1285,7304,234,2692,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4105,마곡나루(서울식물원),27,1,4865,1242,11075,8865,34269,20848,34292,55941,17430,24357,12781,13558,13384,13026,15133,12743,15837,14500,16154,14437,18505,15152,22970,16830,39289,26491,48387,38624,21675,34322,17958,19140,17826,16515,15131,15905,7040,10481,1082,4036,1,163,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4106,양천향교,2,0,4810,1243,11053,8350,34284,12214,34762,44234,16484,21775,12725,9644,12684,8692,14270,9965,13099,10391,12967,11414,14479,11317,17624,13440,24348,19225,35649,29000,13217,27994,8623,18162,7396,15150,5281,15149,2268,10465,455,3497,0,6,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4107,가양,90,0,16004,1508,29127,10124,85229,31593,86678,52698,50499,30955,35035,20779,33472,20434,34803,22457,31938,26086,29072,27607,30755,31607,36200,39917,44076,49282,52553,76301,24194,67187,17496,40983,14970,37483,10312,33357,4188,20290,622,7072,0,178,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4108,증미,0,0,2657,662,8710,3182,24630,9700,26933,45341,13310,15457,9458,6665,8837,5353,8918,6124,8556,6559,7676,6579,8056,8683,9537,9527,20116,11505,36439,20667,9994,17381,5818,9514,4909,8790,2565,7930,1045,5673,169,1432,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4109,등촌,10,1,6235,875,16343,4014,50537,7546,61585,18443,26970,12909,18931,9560,17808,11116,17669,12455,16685,13759,15089,14537,16035,18400,16736,21649,17000,28017,19686,46062,9876,39448,7384,22988,5920,17454,4820,16531,2243,11319,449,3129,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4110,염창,7,0,12794,615,30640,5058,88239,8967,93485,22711,51290,12472,31757,10942,26489,11493,26613,14502,23416,16556,19791,18894,18903,25188,20456,31797,23408,46476,26802,77552,14342,70380,11055,43616,9589,37019,7439,36521,3187,23478,574,6307,1,925,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4111,신목동,0,0,2290,407,6936,2671,23621,3611,21891,6639,11299,3137,7368,2764,6444,3199,5984,3374,5422,4513,4799,4648,5026,5398,6897,7340,6956,10082,6442,15652,3089,12863,2063,7302,1817,7473,1637,6541,666,3865,142,1609,0,138,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4112,선유도,0,0,2146,1392,6789,4168,23953,16607,28673,44918,13746,20788,9285,7900,9391,7720,9808,7593,9421,8568,9196,8374,11053,9057,14270,11100,27682,13452,40233,21881,15090,18018,8065,10383,6722,9806,5332,8642,2293,5487,409,1995,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4113,당산,87,0,9177,1548,19333,7245,59349,17424,68671,50191,41750,26056,29236,17825,28253,18626,29546,20167,27736,23085,26250,23672,25958,27234,28947,33542,39075,51766,53166,72492,26954,57774,22938,36664,21854,34929,17616,34967,8731,22440,1496,5954,0,271,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4114,국회의사당,0,0,903,2054,2086,10369,4703,47551,7724,155939,6527,77121,8305,28793,13131,23437,16250,20978,19855,22248,25627,17716,26887,13303,34216,12547,74588,15191,109762,15148,42525,9025,26592,5293,26429,4115,17249,3426,5613,2298,970,724,1,2,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4115,여의도,27,0,2850,2613,4723,26860,9350,147416,11377,181527,11356,80731,14994,37769,21446,37353,22612,34269,29196,37639,33674,32262,42800,29897,61354,28168,157130,31473,158642,34586,80905,20177,67293,10256,50580,8797,30591,7731,10527,4173,1252,2000,0,255,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4116,샛강,8,0,1138,1077,2430,4088,5608,17038,7225,41255,5363,16270,5224,9406,6353,8750,7025,7764,8361,7913,8748,7746,10441,7232,12978,7866,22420,11339,33437,14116,13311,8374,11584,4517,10907,3831,7925,3761,3965,1933,811,901,0,5,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4117,노량진,305,0,17206,1980,26925,13698,71495,39861,100940,63381,56479,40816,34811,28151,32817,28051,36562,32923,39965,35622,33797,30738,34390,36476,39562,44969,48917,63395,52926,96098,32452,63716,32686,43276,40781,41214,41130,40088,13774,23521,1311,5928,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4118,노들,8,0,4105,243,6379,1686,18760,2427,23728,4597,13571,3684,9005,3935,7295,3727,7553,4590,7579,5448,6588,5701,6111,7498,7111,9034,7489,10718,7269,17416,4591,12400,3441,7794,2813,7603,2200,6934,858,4133,235,1128,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4119,흑석(중앙대입구),19,0,3389,1317,5938,5610,18371,13540,22545,36023,14969,20184,12949,21790,14117,16548,16222,17139,16964,16240,18131,15273,22574,14372,26042,17276,31354,21888,26782,32451,15459,20155,13673,14090,14002,11753,13098,11343,7360,7566,1475,2217,0,17,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4120,동작(현충원),10,0,1226,166,1607,1598,5327,1846,6188,3182,3715,2687,2968,3280,3139,3202,4258,2978,3817,2872,3716,3162,3966,2929,4835,2709,4298,3327,4543,4276,2038,2993,1507,2024,1582,2014,1128,1988,553,1358,96,678,0,268,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4121,구반포,1,0,275,168,495,2019,1435,2739,1944,4220,1233,3647,1089,1598,1254,1350,1422,1453,1513,1756,1735,1518,2246,1531,3078,1640,3899,1799,4221,2571,2079,1537,1332,872,1055,781,826,749,213,497,51,182,0,2,0,0,0,0,2023-04-03 09:45:30
